movieId,userId,rating,timestamp,label,title,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
694,11600,3.0,832941127,0,"Substitute, The",1996,Action,Crime,Drama,612,3.01,0.98,198,736,196,593,161,50,1994,1.17,3.86,1.07,Action,Thriller,Sci-Fi,Crime,Comedy
707,6958,3.0,850804878,0,Mulholland Falls,1996,Crime,Drama,Thriller,1005,3.06,0.88,41,100,778,783,708,22,1995,0.60,3.77,0.61,Drama,Thriller,Romance,Action,Adventure
720,28255,4.0,942396454,1,Wallace & Gromit: The Best of Aardman Animation,1996,Adventure,Animation,Comedy,1803,4.05,1.04,497,593,"","","",3,1992,1.15,3.67,0.58,Crime,Horror,Thriller,Comedy,Romance
733,26629,4.0,861829099,1,"Rock, The",1996,Action,Adventure,Thriller,6837,3.65,0.92,780,141,17,"","",8,1995,0.53,3.50,0.76,Drama,Romance,Comedy,Action,Adventure
736,2718,3.0,963197534,0,Twister,1996,Action,Adventure,Romance,6990,3.18,1.02,357,435,380,971,356,100,1981,20.68,3.98,1.05,Drama,Thriller,Comedy,Romance,Crime
741,6883,3.0,978720500,0,Ghost in the Shell (Kôkaku kidôtai),1995,Animation,Sci-Fi,"",1542,3.93,0.91,101,47,608,265,1,14,1994,1.50,4.14,0.66,Thriller,Crime,Drama,Mystery,Comedy
742,4078,4.0,862158061,1,Thinner,1996,Horror,Thriller,"",430,2.69,1.11,785,719,784,104,653,25,1995,3.79,3.48,0.87,Comedy,Adventure,Action,Sci-Fi,Thriller
745,1956,3.0,946343763,0,Wallace & Gromit: A Close Shave,1995,Animation,Children,Comedy,2625,4.16,0.91,750,923,318,417,866,39,1989,13.18,3.38,1.25,Thriller,Drama,Crime,Comedy,Action
748,15845,4.0,894106374,1,"Arrival, The",1996,Action,Sci-Fi,Thriller,1158,3.10,0.95,500,802,350,204,480,48,1994,1.23,3.42,0.90,Thriller,Action,Drama,Crime,Comedy
750,3365,4.0,1350831181,1,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Comedy,War,"",5151,4.24,0.88,904,296,778,551,541,13,1990,11.57,3.85,1.03,Thriller,Comedy,Drama,Crime,Mystery
76,18746,3.0,860063308,0,Screamers,1995,Action,Sci-Fi,Thriller,741,3.06,1.00,653,786,95,"","",19,1994,4.34,2.79,1.13,Action,Adventure,Thriller,Drama,Fantasy
805,13929,3.0,911115321,0,"Time to Kill, A",1996,Drama,Thriller,"",2550,3.67,0.90,11,647,280,205,733,31,1993,3.55,4.23,0.88,Drama,Thriller,Comedy,Adventure,Action
86,18746,2.0,860063342,0,White Squall,1996,Action,Adventure,Drama,945,3.45,0.92,653,786,95,"","",21,1994,4.13,2.81,1.08,Action,Adventure,Thriller,Drama,Fantasy
919,7689,4.0,853850874,1,"Wizard of Oz, The",1939,Adventure,Children,Fantasy,5138,3.98,0.94,914,953,969,858,913,61,1984,17.33,3.44,0.79,Drama,Romance,Comedy,War,Mystery
920,9361,5.0,1032242305,1,Gone with the Wind,1939,Drama,Romance,War,3103,3.82,1.10,954,936,594,905,919,21,1951,15.72,3.95,0.97,Romance,Drama,Comedy,Adventure,Musical
921,7689,4.0,853849142,1,My Favorite Year,1982,Comedy,"","",550,3.78,0.87,750,912,924,509,151,51,1989,12.10,3.31,0.71,Drama,Romance,Thriller,Action,War
923,14991,4.0,1358144542,1,Citizen Kane,1941,Drama,Mystery,"",3926,4.13,0.96,318,610,"","","",3,1990,8.14,3.83,0.76,Action,Adventure,Animation,Horror,Sci-Fi
924,20433,3.0,965859111,0,2001: A Space Odyssey,1968,Adventure,Drama,Sci-Fi,5530,3.95,1.05,800,50,364,1,21,17,1981,20.09,4.29,0.77,Drama,Romance,Crime,Thriller,Mystery
932,20372,3.0,1346707424,0,"Affair to Remember, An",1957,Drama,Romance,"",498,3.84,0.90,923,495,541,6,111,75,1979,20.89,2.43,0.95,Drama,Thriller,Mystery,Romance,Crime
945,7353,4.0,995206444,1,Top Hat,1935,Comedy,Musical,Romance,472,4.01,0.84,750,318,950,905,36,16,1962,23.00,4.25,0.68,Comedy,Adventure,Drama,Romance,Crime
95,15845,3.0,894103849,0,Broken Arrow,1996,Action,Adventure,Thriller,4791,3.10,0.95,145,832,805,733,62,25,1994,1.22,3.60,0.87,Thriller,Action,Drama,Crime,Sci-Fi
95,26142,3.0,865421620,0,Broken Arrow,1996,Action,Adventure,Thriller,4791,3.10,0.95,32,"","","","",3,1995,0.58,3.67,1.15,Mystery,Sci-Fi,Thriller,"",""
954,28811,3.0,985586900,0,Mr. Smith Goes to Washington,1939,Drama,"","",1241,4.00,0.87,920,953,969,593,589,49,1968,23.61,3.94,0.80,Drama,Crime,Romance,Comedy,Thriller
969,12531,3.5,1115103529,1,"African Queen, The",1951,Adventure,Comedy,Romance,2380,4.11,0.86,903,485,265,353,235,40,1988,14.91,3.24,0.62,Comedy,Drama,Thriller,Adventure,Romance
1,29474,4.5,1298047555,1,Toy Story,1995,Adventure,Animation,Children,10759,3.91,0.89,364,150,588,733,356,7,1994,1.25,3.29,1.07,Adventure,Drama,Comedy,Animation,Children
10,12498,3.0,835968577,0,GoldenEye,1995,Action,Adventure,Thriller,6330,3.42,0.87,231,"","","","",17,1993,1.84,2.94,0.43,Adventure,Comedy,"","",""
10,26178,3.5,1111443576,1,GoldenEye,1995,Action,Adventure,Thriller,6330,3.42,0.87,858,733,316,377,349,49,1993,4.21,3.36,0.80,Drama,Thriller,Crime,Comedy,Action
10,2720,3.0,859974511,0,GoldenEye,1995,Action,Adventure,Thriller,6330,3.42,0.87,288,377,367,356,468,100,1990,11.34,3.80,0.80,Drama,Comedy,Crime,Thriller,Romance
104,11863,3.0,1145658506,0,Happy Gilmore,1996,Comedy,"","",3954,3.40,1.06,661,913,32,34,150,26,1991,10.97,4.02,0.96,Thriller,Adventure,Drama,Comedy,Action
104,22633,3.0,1102094297,0,Happy Gilmore,1996,Comedy,"","",3954,3.40,1.06,653,594,368,19,"",7,1986,21.88,3.36,0.38,Comedy,Adventure,Fantasy,Western,Animation
11,19866,4.5,1107675818,1,"American President, The",1995,Comedy,Drama,Romance,3846,3.69,0.88,589,47,778,5,357,42,1991,10.48,3.58,0.78,Drama,Comedy,Thriller,Romance,Crime
11,19896,3.0,862449040,0,"American President, The",1995,Comedy,Drama,Romance,3846,3.69,0.88,590,461,266,151,215,52,1995,1.20,3.60,0.82,Drama,Thriller,Crime,Romance,Comedy
113,8952,2.0,945069623,0,Before and After,1996,Drama,Mystery,"",266,3.05,0.89,48,367,25,595,851,21,1994,1.18,3.81,1.25,Drama,Romance,Action,Comedy,Thriller
150,20914,5.0,835269423,1,Apollo 13,1995,Adventure,Drama,IMAX,10324,3.86,0.86,"","","","","",3,1992,2.89,2.67,0.58,"","","","",""
150,6407,3.0,1140736543,0,Apollo 13,1995,Adventure,Drama,IMAX,10324,3.86,0.86,588,350,19,"","",7,1986,21.65,3.00,0.82,Comedy,Drama,Mystery,Thriller,Adventure
153,12498,3.0,835968409,0,Batman Forever,1995,Action,Adventure,Comedy,7100,2.89,0.95,"","","","","",8,1993,2.30,2.88,0.35,"","","","",""
153,54,4.0,974918726,1,Batman Forever,1995,Action,Adventure,Comedy,7100,2.89,0.95,479,303,377,581,968,100,1993,5.14,3.36,0.96,Thriller,Action,Comedy,Drama,Romance
158,10407,3.0,835411054,0,Casper,1995,Adventure,Children,"",2756,2.92,1.03,2,353,356,161,141,82,1993,2.36,3.13,0.70,Action,Thriller,Drama,Adventure,Crime
158,13116,5.0,845679032,1,Casper,1995,Adventure,Children,"",2756,2.92,1.03,252,186,508,141,553,57,1993,1.52,4.39,0.77,Drama,Comedy,Thriller,Romance,Action
16,19442,3.5,1082062460,1,Casino,1995,Crime,Drama,"",3846,3.81,0.85,223,923,296,"","",10,1985,18.23,2.30,1.48,Comedy,Drama,Crime,Thriller,Mystery
16,5855,4.0,840909530,1,Casino,1995,Crime,Drama,"",3846,3.81,0.85,50,350,527,508,266,34,1993,1.36,3.91,0.79,Drama,Thriller,Crime,Action,War
165,23112,1.0,1032903602,0,Die Hard: With a Vengeance,1995,Action,Crime,Thriller,7392,3.50,0.89,733,47,296,253,372,19,1991,9.11,2.95,0.97,Drama,Thriller,Comedy,Romance,Horror
168,4856,4.0,846497342,1,First Knight,1995,Action,Drama,Romance,2557,3.06,1.12,368,158,261,62,780,67,1993,1.34,4.48,0.77,Drama,Thriller,Adventure,Action,Comedy
17,10563,4.0,877038242,1,Sense and Sensibility,1995,Drama,Romance,"",4556,3.97,0.94,113,800,36,635,993,29,1995,0.63,3.28,1.67,Drama,Comedy,Romance,Crime,Mystery
172,27900,3.0,840427308,0,Johnny Mnemonic,1995,Action,Sci-Fi,Thriller,2722,2.70,1.03,474,442,350,11,440,52,1993,1.62,3.75,1.15,Thriller,Drama,Action,Adventure,Comedy
185,12081,1.0,866105422,0,"Net, The",1995,Action,Crime,Thriller,5344,3.11,0.96,541,923,912,154,592,80,1990,12.69,3.02,1.28,Drama,Thriller,Crime,Romance,Comedy
188,19896,3.0,862448206,0,"Prophecy, The",1995,Fantasy,Horror,Mystery,532,3.37,1.01,247,593,296,152,92,18,1995,1.25,3.67,0.91,Drama,Thriller,Crime,Comedy,Horror
19,14613,4.0,1013485081,1,Ace Ventura: When Nature Calls,1995,Comedy,"","",4501,2.62,1.16,418,924,866,541,537,34,1985,17.10,4.44,0.82,Drama,Thriller,Crime,Action,Adventure
198,12498,3.0,835969210,0,Strange Days,1995,Action,Crime,Drama,1988,3.40,0.98,370,327,45,163,6,71,1993,1.44,2.97,0.81,Action,Comedy,Drama,Thriller,War
198,14958,2.0,1145086434,0,Strange Days,1995,Action,Crime,Drama,1988,3.40,0.98,45,70,543,"","",5,1994,1.41,3.00,0.71,Comedy,Thriller,Romance,Action,Horror
208,21181,2.0,845102466,0,Waterworld,1995,Action,Adventure,Sci-Fi,5958,2.85,1.03,318,296,"","","",6,1993,2.19,3.33,0.52,Crime,Drama,Comedy,Thriller,""
21,26673,1.0,899829764,0,Get Shorty,1995,Comedy,Crime,Thriller,5164,3.58,0.93,380,6,"","","",2,1994,0.71,4.00,0.00,Action,Thriller,Crime,Adventure,Comedy
223,21408,5.0,1133051340,1,Clerks,1994,Comedy,"","",5102,3.86,0.97,216,260,16,361,953,44,1989,14.46,3.48,0.77,Comedy,Drama,Romance,Action,Crime
223,6069,4.0,1111586553,1,Clerks,1994,Comedy,"","",5102,3.86,0.97,50,356,266,508,296,17,1993,2.26,3.35,0.77,Drama,Crime,Western,Thriller,Comedy
224,12881,3.0,840743267,0,Don Juan DeMarco,1995,Comedy,Drama,Romance,1882,3.46,0.93,368,163,34,17,474,85,1993,6.47,3.08,0.64,Drama,Action,Adventure,Thriller,Comedy
225,19866,2.0,1107678086,0,Disclosure,1994,Drama,Thriller,"",2693,3.29,0.87,594,508,912,474,440,100,1991,11.28,3.46,0.81,Drama,Comedy,Thriller,Romance,Crime
231,15868,5.0,1133545884,1,Dumb & Dumber (Dumb and Dumber),1994,Adventure,Comedy,"",7051,2.93,1.21,104,318,466,553,3,8,1987,18.93,3.44,1.47,Action,Comedy,Drama,Adventure,Fantasy
235,448,5.0,1128537128,1,Ed Wood,1994,Comedy,Drama,"",3605,3.64,0.96,968,714,175,904,908,21,1989,12.45,2.55,1.27,Mystery,Thriller,Drama,Action,Adventure
238,13520,5.0,828792418,1,Far From Home: The Adventures of Yellow Dog,1995,Adventure,Children,"",178,3.20,1.11,60,329,410,258,160,14,1994,2.16,4.29,1.07,Children,Adventure,Comedy,Fantasy,Animation
252,19896,3.0,862449009,0,I.Q.,1994,Comedy,Romance,"",2189,3.22,0.85,590,461,266,151,215,51,1995,1.20,3.61,0.83,Drama,Thriller,Crime,Romance,Comedy
253,19249,3.5,1296471282,1,Interview with the Vampire: The Vampire Chronicles,1994,Drama,Horror,"",6010,3.50,0.94,587,316,590,110,50,27,1992,6.06,3.41,1.21,Thriller,Action,Adventure,Sci-Fi,Comedy
292,26673,1.0,899830045,0,Outbreak,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,592,198,260,150,858,20,1992,6.37,3.15,1.18,Action,Thriller,Crime,Adventure,Drama
292,27900,3.0,840427043,0,Outbreak,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,329,593,457,316,165,14,1993,1.84,4.00,1.18,Adventure,Thriller,Action,Drama,Crime
292,4856,5.0,846496764,1,Outbreak,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,356,434,457,316,329,16,1993,1.71,4.88,0.50,Adventure,Action,Thriller,Drama,Comedy
293,3819,4.0,1086523051,1,Léon: The Professional (a.k.a. The Professional) (Léon),1994,Action,Crime,Drama,5587,4.06,0.81,858,924,16,750,"",13,1984,17.84,2.65,1.21,Drama,Crime,Comedy,War,Adventure
296,21107,5.0,1167682141,1,Pulp Fiction,1994,Comedy,Crime,Drama,14616,4.17,0.98,356,586,260,"","",11,1992,5.40,2.82,1.06,Comedy,Action,Adventure,Sci-Fi,Children
3,4856,4.0,846498416,1,Grumpier Old Men,1995,Comedy,Romance,"",2769,3.15,0.99,170,257,7,477,169,100,1992,7.99,4.16,0.91,Drama,Thriller,Action,Adventure,Comedy
300,20598,4.0,832367654,1,Quiz Show,1994,Drama,"","",4445,3.68,0.82,161,339,10,1,434,20,1993,1.76,4.40,0.75,Adventure,Action,Comedy,Thriller,Drama
313,13520,2.0,832713310,0,"Swan Princess, The",1994,Animation,Children,"",271,3.04,1.06,609,63,274,637,552,64,1993,3.38,3.88,1.00,Comedy,Adventure,Children,Action,Fantasy
317,10557,2.5,1056896394,0,"Santa Clause, The",1994,Comedy,Drama,Fantasy,3486,3.14,1.00,"","","","","",2,1980,17.68,2.75,0.35,"","","","",""
318,20232,4.0,951087423,1,"Shawshank Redemption, The",1994,Crime,Drama,"",13826,4.45,0.72,858,590,553,32,924,30,1990,9.31,3.07,1.28,Drama,Action,Adventure,Thriller,War
318,5855,4.0,840908899,1,"Shawshank Redemption, The",1994,Crime,Drama,"",13826,4.45,0.72,457,593,165,349,590,10,1993,1.71,4.10,0.88,Thriller,Crime,Drama,Adventure,Action
319,26673,4.0,900341071,1,Shallow Grave,1994,Comedy,Drama,Thriller,1592,3.78,0.88,23,18,950,913,541,100,1988,16.36,3.39,1.32,Drama,Romance,Crime,Thriller,Comedy
32,28401,5.0,1229416908,1,Twelve Monkeys (a.k.a. 12 Monkeys),1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,527,780,590,356,858,11,1991,6.68,4.00,0.63,Drama,Crime,Thriller,War,Adventure
329,26673,3.0,900335751,0,Star Trek: Generations,1994,Adventure,Drama,Sci-Fi,5727,3.33,0.97,421,914,902,555,293,100,1992,9.45,3.59,1.33,Drama,Romance,Crime,Comedy,Thriller
329,27245,4.0,992475138,1,Star Trek: Generations,1994,Adventure,Drama,Sci-Fi,5727,3.33,0.97,316,112,733,590,377,25,1991,6.40,4.04,1.06,Action,Thriller,Crime,Adventure,Drama
34,8483,5.0,1299285421,1,Babe,1995,Children,Drama,"",7042,3.63,1.11,595,588,922,260,908,7,1976,17.42,4.07,1.06,Adventure,Romance,Drama,Action,Animation
344,13520,2.0,828792417,0,Ace Ventura: Pet Detective,1994,Comedy,"","",8273,2.98,1.11,1,2,135,709,"",5,1994,3.39,4.20,1.30,Adventure,Children,Comedy,Animation,Fantasy
344,15,3.0,840206704,0,Ace Ventura: Pet Detective,1994,Comedy,"","",8273,2.98,1.11,150,"","","","",5,1992,2.70,3.20,0.45,Adventure,Drama,IMAX,"",""
349,13328,4.0,846101237,1,Clear and Present Danger,1994,Action,Crime,Drama,6309,3.64,0.81,296,"","","","",5,1993,1.64,3.20,0.45,Comedy,Crime,Drama,Thriller,""
350,19085,3.0,841486520,0,"Client, The",1994,Drama,Mystery,Thriller,3475,3.48,0.81,25,481,39,648,288,55,1991,10.53,3.45,0.72,Thriller,Action,Crime,Drama,Romance
356,27930,4.0,995664904,1,Forrest Gump,1994,Comedy,Drama,Romance,14426,4.03,0.95,920,911,914,527,"",5,1970,22.93,4.20,0.84,Drama,Romance,War,Comedy,Musical
362,13116,5.0,845679270,1,"Jungle Book, The",1994,Adventure,Children,Romance,1657,3.38,0.96,381,276,273,497,277,79,1993,6.55,4.27,0.94,Drama,Comedy,Romance,Thriller,Action
364,2605,3.5,1165112714,1,"Lion King, The",1994,Adventure,Animation,Children,8464,3.78,0.93,589,590,47,260,380,15,1992,4.76,3.57,0.82,Adventure,Action,Thriller,Comedy,Drama
364,8483,5.0,1299285476,1,"Lion King, The",1994,Adventure,Animation,Children,8464,3.78,0.93,34,595,588,922,260,8,1978,17.40,4.19,1.03,Drama,Adventure,Romance,Children,Action
376,18312,3.0,853949610,0,"River Wild, The",1994,Action,Thriller,"",2485,3.28,0.85,780,32,648,95,736,8,1995,0.52,4.00,0.93,Thriller,Action,Adventure,Mystery,Sci-Fi
376,19896,3.0,862448612,0,"River Wild, The",1994,Action,Thriller,"",2485,3.28,0.85,628,627,6,866,661,39,1995,1.00,3.62,0.85,Thriller,Drama,Crime,Mystery,Comedy
380,13116,3.0,845678585,0,True Lies,1994,Action,Adventure,Comedy,9364,3.48,0.93,296,592,"","","",2,1991,3.54,5.00,0.00,Crime,Thriller,Action,Comedy,Drama
410,16668,3.0,832938587,0,Addams Family Values,1993,Children,Comedy,Fantasy,3972,2.99,0.93,253,292,300,161,318,19,1993,1.63,3.53,0.70,Drama,Thriller,Adventure,Action,Crime
410,22721,3.0,841761971,0,Addams Family Values,1993,Children,Comedy,Fantasy,3972,2.99,0.93,339,457,349,150,590,10,1993,2.17,3.80,0.92,Drama,Adventure,Thriller,Western,IMAX
413,19085,3.0,841487943,0,Airheads,1994,Comedy,"","",1338,2.82,0.97,235,337,550,521,371,100,1992,7.87,3.23,0.62,Drama,Thriller,Crime,Romance,Action
457,12498,3.0,835968577,0,"Fugitive, The",1993,Thriller,"","",10736,3.97,0.78,231,"","","","",16,1993,1.90,2.94,0.44,Adventure,Comedy,"","",""
465,7434,4.0,1060380029,1,Heaven & Earth,1993,Action,Drama,War,152,3.27,1.01,165,553,356,541,6,28,1993,4.90,3.57,0.90,Drama,Action,Crime,Thriller,Comedy
474,2720,3.0,859973480,0,In the Line of Fire,1993,Action,Thriller,"",4106,3.72,0.75,147,198,509,589,369,83,1990,12.40,3.84,0.85,Drama,Thriller,Romance,Comedy,Crime
480,10407,5.0,833372024,1,Jurassic Park,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,442,110,457,380,349,26,1994,1.05,3.15,0.83,Thriller,Action,Drama,Crime,Horror
480,19866,3.5,1107675097,1,Jurassic Park,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,356,593,296,25,223,28,1989,12.66,3.61,0.83,Drama,Comedy,Thriller,Romance,Crime
480,27900,5.0,840427092,1,Jurassic Park,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,356,10,161,329,593,22,1993,1.71,3.82,1.26,Adventure,Thriller,Drama,Action,Comedy
485,25123,5.0,1352442737,1,Last Action Hero,1993,Action,Adventure,Comedy,2880,2.78,1.00,163,370,832,555,173,7,1994,0.95,3.79,1.07,Action,Crime,Thriller,Sci-Fi,Comedy
50,15,3.0,840207617,0,"Usual Suspects, The",1995,Crime,Mystery,Thriller,10221,4.35,0.75,246,608,474,527,356,37,1993,1.68,3.14,0.71,Drama,Thriller,Comedy,War,Adventure
500,234,3.0,844344283,0,Mrs. Doubtfire,1993,Comedy,Drama,"",7349,3.39,0.96,454,364,480,356,457,22,1992,1.86,3.23,0.75,Adventure,Drama,Thriller,Action,Comedy
524,448,1.0,1128536550,0,Rudy,1993,Drama,"","",1697,3.54,0.95,904,908,"","","",14,1988,13.74,2.50,1.22,Mystery,Thriller,Action,Adventure,Romance
533,10407,4.0,833372145,1,"Shadow, The",1994,Action,Adventure,Fantasy,812,2.93,0.92,198,480,442,110,457,33,1994,1.17,3.18,0.85,Thriller,Action,Drama,Crime,Adventure
533,12081,3.0,866105251,0,"Shadow, The",1994,Action,Adventure,Fantasy,812,2.93,0.92,912,154,592,252,531,68,1990,12.25,3.12,1.24,Drama,Crime,Thriller,Romance,Comedy
552,26673,1.0,899830190,0,"Three Musketeers, The",1993,Action,Adventure,Comedy,2769,3.22,0.92,368,648,316,592,198,32,1993,5.13,2.84,1.27,Action,Adventure,Thriller,Crime,Drama
553,19085,3.0,841487698,0,Tombstone,1993,Action,Drama,Western,3208,3.68,0.92,337,550,521,371,535,99,1992,7.92,3.33,0.62,Thriller,Drama,Crime,Action,Romance
555,14613,2.0,1013452380,0,True Romance,1993,Crime,Thriller,"",3312,3.80,0.90,190,593,153,176,1,18,1987,14.65,4.61,0.50,Drama,Thriller,Crime,Action,Adventure
556,19866,4.5,1107677123,1,"War Room, The",1993,Documentary,"","",253,4.03,0.78,804,781,180,372,805,53,1991,11.08,3.54,0.88,Drama,Comedy,Romance,Thriller,Crime
569,13520,3.0,832714211,0,Little Big League,1994,Comedy,Drama,"",356,2.88,0.87,596,586,587,374,516,85,1992,8.93,3.96,0.97,Comedy,Children,Adventure,Action,Fantasy
579,23371,4.0,1000205198,1,"Escort, The (Scorta, La)",1993,Crime,Thriller,"",7,3.14,0.69,745,111,750,858,923,9,1975,17.03,4.11,0.93,Drama,Crime,Comedy,Adventure,Sci-Fi
588,12880,4.0,848672254,1,Aladdin,1992,Adventure,Animation,Children,8980,3.67,0.92,457,590,"","","",5,1992,2.59,3.80,1.10,Adventure,Drama,Western,Thriller,""
592,11945,4.5,1271993377,1,Batman,1989,Action,Crime,Thriller,10028,3.40,0.84,493,431,"","","",2,1993,0.00,3.50,0.00,Crime,Drama,Action,"",""
593,19866,4.5,1107675079,1,"Silence of the Lambs, The",1991,Crime,Horror,Thriller,13692,4.18,0.85,296,25,223,260,94,26,1989,13.13,3.56,0.84,Drama,Comedy,Thriller,Romance,Crime
595,2341,5.0,849248462,1,Beauty and the Beast,1991,Animation,Children,Fantasy,7539,3.65,0.98,588,344,590,380,"",5,1992,1.79,4.20,0.84,Adventure,Comedy,Action,Romance,Thriller
596,1435,4.5,1101632587,1,Pinocchio,1940,Animation,Children,Fantasy,2765,3.53,0.99,480,1,380,593,590,14,1984,18.45,4.54,0.84,Thriller,Adventure,Drama,Mystery,Action
596,22168,3.5,1386434675,1,Pinocchio,1940,Animation,Children,Fantasy,2765,3.53,0.99,2,165,364,592,597,9,1993,2.40,4.11,0.78,Comedy,Children,Crime,Fantasy,Drama
597,12081,3.0,866105116,0,Pretty Woman,1990,Comedy,Romance,"",7314,3.41,0.98,912,154,592,252,531,61,1990,12.90,3.18,1.28,Drama,Crime,Thriller,Romance,Comedy
597,12880,5.0,848673440,1,Pretty Woman,1990,Comedy,Romance,"",7314,3.41,0.98,377,500,364,339,589,26,1993,1.62,3.77,0.99,Adventure,Action,Thriller,Drama,Sci-Fi
597,28401,4.0,1229416943,1,Pretty Woman,1990,Comedy,Romance,"",7314,3.41,0.98,364,32,527,780,590,13,1991,6.21,4.08,0.64,Drama,Crime,Thriller,Adventure,Mystery
599,16251,3.0,1003004921,0,"Wild Bunch, The",1969,Adventure,Western,"",745,4.01,0.91,593,586,111,110,527,8,1984,18.11,4.12,0.83,Drama,Comedy,War,Crime,Thriller
6,3280,5.0,859486620,1,Heat,1995,Action,Crime,Thriller,5245,3.84,0.86,733,62,780,25,736,9,1995,0.50,3.56,0.88,Action,Adventure,Thriller,Romance,Drama
609,3280,3.0,859486837,0,Homeward Bound II: Lost in San Francisco,1996,Adventure,Children,"",561,2.98,1.09,9,832,805,628,260,24,1994,3.84,3.71,0.86,Thriller,Action,Drama,Crime,Adventure
611,23112,1.0,1032906041,0,Hellraiser: Bloodline,1996,Action,Horror,Sci-Fi,388,2.49,1.20,741,541,329,480,260,43,1992,6.94,2.58,1.24,Thriller,Action,Adventure,Sci-Fi,Drama
62,10346,4.0,834834514,1,Mr. Holland's Opus,1995,Drama,"","",4221,3.70,1.00,589,356,457,300,593,25,1993,1.58,3.40,0.87,Thriller,Drama,Action,Crime,Adventure
637,13889,2.0,1152076698,0,Sgt. Bilko,1996,Comedy,"","",1246,2.82,1.01,300,39,923,101,592,62,1987,15.17,3.06,1.21,Drama,Adventure,Comedy,Thriller,Crime
653,1008,3.0,852584261,0,Dragonheart,1996,Action,Adventure,Fantasy,3148,3.22,0.97,828,613,609,107,661,24,1995,0.56,3.75,0.61,Adventure,Action,Thriller,Children,Drama
70,19249,4.5,1296471554,1,From Dusk Till Dawn,1996,Action,Comedy,Horror,2831,3.24,1.08,253,587,316,590,110,29,1992,5.85,3.40,1.17,Thriller,Action,Drama,Adventure,Sci-Fi
704,6612,2.0,856610991,0,"Quest, The",1996,Action,Adventure,"",406,2.84,1.07,837,802,260,141,736,14,1994,5.05,3.29,0.61,Action,Adventure,Romance,Comedy,Thriller
724,18312,3.0,853949727,0,"Craft, The",1996,Drama,Fantasy,Horror,1894,3.03,0.99,661,104,653,52,608,18,1995,0.61,3.78,0.81,Adventure,Thriller,Action,Comedy,Romance
736,232,4.0,1162149971,1,Twister,1996,Action,Adventure,Romance,6990,3.18,1.02,595,153,165,344,377,24,1989,12.03,4.40,0.68,Thriller,Action,Adventure,Crime,Comedy
736,2720,4.0,859968867,1,Twister,1996,Action,Adventure,Romance,6990,3.18,1.02,"","","","","",2,1995,0.71,3.00,0.00,"","","","",""
783,12081,3.0,866104197,0,"Hunchback of Notre Dame, The",1996,Animation,Children,Drama,2215,3.25,1.09,852,743,6,17,32,17,1994,4.54,2.82,1.19,Thriller,Drama,Romance,Comedy,Mystery
784,16251,2.0,1003018187,0,"Cable Guy, The",1996,Comedy,Thriller,"",3116,2.70,1.05,442,736,2,786,434,79,1991,10.06,3.34,1.02,Drama,Thriller,Comedy,Action,Adventure
784,2605,3.5,1168381716,1,"Cable Guy, The",1996,Comedy,Thriller,"",3116,2.70,1.05,62,223,50,500,231,58,1991,10.50,3.72,0.78,Drama,Comedy,Thriller,Adventure,Action
800,20064,3.5,1107820526,1,Lone Star,1996,Drama,Mystery,Western,1609,4.04,0.91,745,272,345,"","",3,1994,0.58,3.83,0.29,Comedy,Drama,Animation,Children,""
800,21181,5.0,845102754,1,Lone Star,1996,Drama,Mystery,Western,1609,4.04,0.91,471,345,342,348,246,31,1993,1.39,3.87,0.92,Comedy,Drama,Romance,Crime,Thriller
83,26178,3.0,1111443099,0,Once Upon a Time... When We Were Colored,1995,Drama,Romance,"",153,3.61,1.03,50,32,555,47,388,13,1994,0.97,3.27,1.24,Thriller,Drama,Comedy,Crime,Mystery
858,21107,5.0,1167682304,1,"Godfather, The",1972,Crime,Drama,"",8996,4.35,0.86,527,480,1,296,356,20,1992,4.20,3.10,1.06,Comedy,Adventure,Drama,Action,Sci-Fi
1,1791,4.0,1095353615,1,Toy Story,1995,Adventure,Animation,Children,10759,3.91,0.89,150,349,569,230,919,11,1985,20.23,3.73,1.27,Drama,Adventure,Comedy,Romance,Fantasy
1,23303,3.0,938860723,0,Toy Story,1995,Adventure,Animation,Children,10759,3.91,0.89,176,348,"","","",6,1994,0.84,2.83,1.17,Comedy,"","","",""
102,7791,3.0,857172583,0,Mr. Wrong,1996,Comedy,"","",444,2.39,1.04,103,626,29,707,74,100,1995,1.94,3.92,1.35,Comedy,Drama,Thriller,Action,Adventure
111,12195,4.5,1231768549,1,Taxi Driver,1976,Crime,Drama,Thriller,5305,4.12,0.85,750,858,441,784,50,17,1988,10.83,3.76,1.12,Drama,Comedy,Crime,Thriller,Sci-Fi
