movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
541,15383,4.0,950548482,1,1982,Action,Sci-Fi,Thriller,6635,4.14,0.88,954,110,902,337,778,33,1985,17.46,3.52,0.67,Drama,Crime,Romance,Thriller,Comedy
543,20588,5.0,1076872594,1,1993,Comedy,Romance,Thriller,2681,3.21,1.00,"","","","","",3,1985,18.19,1.33,1.04,"","","","",""
543,24910,3.0,992186262,0,1993,Comedy,Romance,Thriller,2681,3.21,1.00,527,553,909,356,1,16,1989,9.09,3.88,0.89,Action,Drama,Thriller,Adventure,Sci-Fi
551,20530,4.5,1367407746,1,1993,Animation,Children,Fantasy,4460,3.71,0.97,141,648,50,589,593,31,1987,14.80,3.85,0.65,Drama,Thriller,Crime,Comedy,Romance
567,11880,3.0,848496950,0,1993,Comedy,Drama,"",87,3.52,0.88,955,902,903,953,912,80,1986,15.63,3.35,0.80,Drama,Romance,Comedy,Adventure,Thriller
574,4125,4.0,1010201904,1,1994,Comedy,Drama,"",291,3.35,1.00,380,349,782,524,11,45,1993,3.10,3.82,0.86,Thriller,Drama,Comedy,Crime,Action
575,22402,3.0,849119615,0,1994,Children,Comedy,"",548,2.95,1.07,606,175,637,239,788,100,1994,2.63,3.16,0.88,Comedy,Romance,Thriller,Action,Drama
588,14961,4.0,845392475,1,1992,Adventure,Animation,Children,8980,3.67,0.92,150,296,"","","",6,1993,2.26,3.33,0.52,Drama,Comedy,Crime,Thriller,Adventure
588,18675,3.0,1149344351,0,1992,Adventure,Animation,Children,8980,3.67,0.92,3,912,186,805,733,47,1988,14.87,3.20,0.91,Adventure,Thriller,Drama,Action,Romance
588,5816,3.5,1129128144,1,1992,Adventure,Animation,Children,8980,3.67,0.92,783,158,"","","",5,1994,1.14,3.00,0.61,Children,Adventure,Animation,Drama,Musical
588,5818,3.0,842984896,0,1992,Adventure,Animation,Children,8980,3.67,0.92,"","","","","",2,1992,3.54,3.00,0.00,"","","","",""
589,12389,4.0,962816916,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,541,750,29,260,52,13,1989,9.63,4.15,0.80,Comedy,Drama,Sci-Fi,Action,Adventure
589,16222,5.0,998950249,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,593,293,110,368,303,40,1992,5.68,4.15,0.83,Sci-Fi,Action,Adventure,Thriller,Drama
592,1030,4.0,996358192,1,1989,Action,Crime,Thriller,10028,3.40,0.84,555,350,164,474,480,79,1978,22.79,4.18,0.64,Comedy,Drama,Romance,Thriller,Action
597,4575,4.5,1216159479,1,1990,Comedy,Romance,"",7314,3.41,0.98,367,736,648,858,47,25,1993,4.77,3.84,0.84,Drama,Thriller,Action,Comedy,Crime
608,15643,4.0,901711988,1,1996,Comedy,Crime,Drama,9505,4.09,0.93,318,593,912,527,590,7,1985,19.15,3.71,0.95,Drama,Crime,Adventure,Western,War
608,633,2.5,1357793678,0,1996,Comedy,Crime,Drama,9505,4.09,0.93,593,318,778,47,551,8,1994,1.67,3.69,1.13,Crime,Thriller,Drama,Animation,Children
616,11880,3.0,848494097,0,1970,Animation,Children,"",1726,3.38,0.93,596,497,277,265,551,42,1990,11.96,3.26,0.70,Drama,Comedy,Fantasy,Romance,Animation
637,3558,3.0,859889073,0,1996,Comedy,"","",1246,2.82,1.01,628,112,494,733,786,21,1995,0.48,3.76,0.89,Action,Thriller,Adventure,Romance,Comedy
648,15389,5.0,851596490,1,1996,Action,Adventure,Mystery,8117,3.37,0.90,141,17,780,"","",3,1995,0.58,4.33,0.58,Action,Adventure,Sci-Fi,Thriller,Drama
653,20588,4.5,1169838594,1,1996,Action,Adventure,Fantasy,3148,3.22,0.97,920,923,586,595,329,48,1989,12.59,3.53,1.22,Drama,Comedy,Romance,Thriller,Adventure
685,15177,2.0,857356693,0,1996,Drama,"","",128,3.34,1.05,605,705,671,"","",100,1994,3.90,1.90,0.92,Comedy,Sci-Fi,Drama,Romance,""
704,22854,0.5,1399415053,0,1996,Action,Adventure,"",406,2.84,1.07,798,370,"","","",5,1994,0.89,2.90,2.01,Action,Comedy,Adventure,Drama,Thriller
745,15177,3.0,857356323,0,1995,Animation,Children,Comedy,2625,4.16,0.91,605,705,671,520,370,100,1994,3.86,2.07,1.02,Comedy,Action,War,Sci-Fi,Drama
750,4279,4.0,1322893627,1,1964,Comedy,War,"",5151,4.24,0.88,356,858,593,953,161,16,1988,13.41,4.03,0.76,Drama,Thriller,Crime,Comedy,Mystery
782,503,3.0,1229034833,0,1996,Drama,Thriller,"",604,2.89,0.94,543,648,10,733,480,20,1980,20.60,3.65,0.73,Thriller,Action,Adventure,Comedy,Romance
784,22402,4.0,849119423,1,1996,Comedy,Thriller,"",3116,2.70,1.05,516,132,405,93,550,100,1993,6.12,2.99,0.90,Comedy,Action,Romance,Thriller,Drama
834,15177,1.0,848457312,0,1996,Comedy,"","",52,2.61,1.46,605,705,671,520,370,100,1994,1.65,2.17,1.03,Comedy,Romance,Action,War,Sci-Fi
837,17601,4.0,1112478145,1,1996,Children,Comedy,Fantasy,1166,3.38,1.00,953,2,316,500,339,19,1988,16.40,3.82,0.75,Drama,Adventure,Comedy,Romance,Children
849,18548,2.5,1083942979,0,1996,Action,Adventure,Sci-Fi,1738,2.71,1.06,748,32,541,210,996,94,1988,14.60,2.80,1.18,Thriller,Drama,Action,Crime,Comedy
85,2741,5.0,974695515,1,1995,Drama,Romance,"",592,3.56,0.95,915,39,58,471,914,36,1970,23.58,4.06,1.01,Romance,Comedy,Drama,Adventure,Musical
858,12389,5.0,962817531,1,1972,Crime,Drama,"",8996,4.35,0.86,745,327,24,788,480,21,1990,8.15,4.05,0.74,Sci-Fi,Comedy,Action,Drama,Adventure
902,20530,3.0,1367409392,0,1961,Drama,Romance,"",2112,3.85,0.92,515,345,910,903,553,41,1985,16.01,3.85,0.64,Drama,Thriller,Romance,Comedy,Crime
912,16922,5.0,974901176,1,1942,Drama,Romance,"",5256,4.27,0.85,527,162,541,50,318,7,1989,8.40,4.71,0.49,Thriller,Drama,Action,Sci-Fi,Crime
912,29583,5.0,1387313776,1,1942,Drama,Romance,"",5256,4.27,0.85,107,968,"","","",6,1987,13.24,3.00,0.55,Horror,Sci-Fi,Thriller,Adventure,Children
920,8558,4.0,1099247146,1,1939,Drama,Romance,War,3103,3.82,1.10,778,368,442,708,266,72,1991,8.43,3.51,1.06,Drama,Comedy,Thriller,Romance,Crime
95,7790,4.0,837554969,1,1996,Action,Adventure,Thriller,4791,3.10,0.95,151,11,553,539,377,60,1993,1.49,3.53,0.68,Drama,Thriller,Action,Comedy,Adventure
96,19540,5.0,891885563,1,1995,Comedy,Drama,"",102,3.54,1.03,650,81,43,802,62,16,1995,0.50,3.94,0.93,Drama,Crime,Romance,Thriller,Comedy
969,20820,4.0,1042562922,1,1951,Adventure,Comedy,Romance,2380,4.11,0.86,858,650,356,"","",6,1987,10.07,3.33,1.63,Drama,Comedy,Romance,War,Crime
987,12389,4.0,962851976,1,1997,Drama,Romance,"",62,3.13,1.19,364,595,764,333,500,81,1987,16.08,4.06,0.70,Comedy,Drama,Romance,Adventure,Thriller
1,15330,2.0,854580974,0,1995,Adventure,Animation,Children,10759,3.91,0.89,18,562,784,919,750,100,1990,12.13,2.55,1.31,Drama,Comedy,Crime,Thriller,War
1,2048,3.0,962661174,0,1995,Adventure,Animation,Children,10759,3.91,0.89,715,908,480,111,"",7,1986,13.72,4.00,1.00,Thriller,Drama,Action,Adventure,Romance
104,401,5.0,847050247,1,1996,Comedy,"","",3954,3.40,1.06,361,708,122,23,374,100,1992,8.33,4.08,0.92,Comedy,Action,Thriller,Drama,Romance
11,23832,5.0,1094628374,1,1995,Comedy,Drama,Romance,3846,3.69,0.88,497,339,344,780,589,90,1990,12.72,4.04,0.82,Drama,Comedy,Thriller,Action,Adventure
135,13667,3.0,862690106,0,1996,Comedy,"","",1390,3.00,1.06,14,805,802,762,58,30,1994,3.44,3.80,0.96,Drama,Action,Thriller,Adventure,Romance
135,1505,3.0,860147657,0,1996,Comedy,"","",1390,3.00,1.06,628,653,260,104,112,26,1994,3.69,3.73,0.83,Comedy,Thriller,Adventure,Action,Crime
135,15686,3.0,831827711,0,1996,Comedy,"","",1390,3.00,1.06,104,122,610,70,112,100,1994,2.90,3.07,0.59,Romance,Drama,Action,Comedy,Thriller
141,13667,5.0,862689914,1,1996,Comedy,"","",4859,3.52,0.96,25,736,"","","",3,1995,0.58,4.00,1.00,Romance,Action,Adventure,Thriller,Drama
141,15330,3.0,854580078,0,1996,Comedy,"","",4859,3.52,0.96,562,784,919,750,34,100,1990,12.09,2.53,1.31,Drama,Comedy,Crime,Thriller,War
141,3389,4.0,1328077260,1,1996,Comedy,"","",4859,3.52,0.96,953,47,593,527,920,21,1976,21.11,3.52,1.04,Drama,Thriller,Romance,Crime,Fantasy
144,10205,4.0,836430879,1,1995,Comedy,"","",1010,3.47,0.89,608,222,412,541,475,84,1993,2.72,3.71,0.89,Drama,Comedy,Romance,Thriller,Crime
150,14289,3.0,835886490,0,1995,Adventure,Drama,IMAX,10324,3.86,0.86,"","","","","",2,1989,0.71,3.00,0.00,"","","","",""
151,6188,4.0,833065884,1,1995,Action,Drama,Romance,2767,3.57,0.92,457,593,266,317,110,22,1993,1.62,3.68,0.65,Drama,Thriller,Adventure,Action,Crime
153,15138,2.5,1213190108,0,1995,Action,Adventure,Comedy,7100,2.89,0.95,165,595,48,709,783,34,1991,6.50,3.88,0.86,Action,Drama,Thriller,Adventure,Comedy
157,12497,4.0,1012773936,1,1995,Comedy,War,"",580,2.71,1.01,558,1,356,104,750,19,1984,19.01,4.21,0.71,Adventure,Sci-Fi,Comedy,Animation,Children
158,15138,3.5,1272029176,1,1995,Adventure,Children,"",2756,2.92,1.03,594,1,527,593,552,81,1991,10.06,3.51,0.86,Drama,Action,Comedy,Adventure,Thriller
165,12497,4.0,1012789150,1,1995,Action,Crime,Thriller,7392,3.50,0.89,500,157,558,1,356,21,1985,18.26,4.19,0.68,Adventure,Comedy,Sci-Fi,Animation,Children
165,15686,3.0,831826817,0,1995,Action,Crime,Thriller,7392,3.50,0.89,316,595,318,153,592,14,1993,1.93,3.57,0.65,Crime,Action,Comedy,Thriller,Adventure
168,3946,3.5,1135250459,1,1995,Action,Drama,Romance,2557,3.06,1.12,"","","","","",4,1994,0.96,1.88,0.95,"","","","",""
175,4976,5.0,833153226,1,1995,Drama,"","",1043,3.50,1.10,314,194,144,247,471,82,1993,3.53,3.73,1.02,Drama,Comedy,Thriller,Crime,Romance
185,3855,2.0,837754098,0,1995,Action,Crime,Thriller,5344,3.11,0.96,161,457,593,595,165,16,1993,1.59,3.75,1.00,Thriller,Drama,Crime,Adventure,IMAX
196,2856,3.5,1077386678,1,1995,Horror,Sci-Fi,"",2957,2.85,0.98,150,648,377,733,47,17,1994,1.05,3.15,1.18,Action,Thriller,Adventure,Comedy,Crime
2,401,4.0,847049660,1,1995,Adventure,Children,Fantasy,4853,3.21,0.96,173,350,432,266,160,53,1993,1.50,4.34,0.88,Thriller,Drama,Action,Comedy,Adventure
2,6188,3.0,865732958,0,1995,Adventure,Children,Fantasy,4853,3.21,0.96,47,832,805,786,648,85,1994,1.54,3.61,0.60,Drama,Thriller,Romance,Action,Comedy
208,10205,3.0,836429396,0,1995,Action,Adventure,Sci-Fi,5958,2.85,1.03,161,593,595,318,329,16,1993,1.91,3.56,1.09,Drama,Crime,Thriller,Adventure,Comedy
208,27853,3.0,860252345,0,1995,Action,Adventure,Sci-Fi,5958,2.85,1.03,47,543,339,34,440,95,1993,3.48,3.33,0.88,Drama,Comedy,Romance,Thriller,Adventure
208,421,4.0,1190549192,1,1995,Action,Adventure,Sci-Fi,5958,2.85,1.03,253,292,316,349,165,29,1991,7.51,3.50,0.85,Drama,Crime,Action,Thriller,Adventure
215,3068,4.0,836668437,1,1995,Drama,Romance,"",1169,3.80,0.96,235,7,239,468,417,72,1993,1.96,4.21,0.82,Drama,Comedy,Romance,Children,Adventure
216,1861,4.0,1381839210,1,1995,Comedy,"","",1867,3.22,1.14,296,593,260,318,858,13,1987,15.55,4.19,1.18,Drama,Crime,Thriller,Horror,Mystery
222,3068,4.0,836667583,1,1995,Drama,Romance,"",1283,3.50,0.87,314,477,529,308,261,43,1993,1.35,4.21,0.86,Drama,Romance,Comedy,Children,Fantasy
222,401,3.0,847050079,0,1995,Drama,Romance,"",1283,3.50,0.87,540,280,381,218,543,100,1992,8.32,4.19,0.90,Drama,Action,Thriller,Comedy,Adventure
231,421,2.5,1239998479,0,1994,Adventure,Comedy,"",7051,2.93,1.21,11,252,70,186,168,98,1992,7.00,3.19,0.81,Action,Drama,Thriller,Comedy,Crime
234,10205,3.0,840287457,0,1994,Comedy,"","",688,2.70,1.08,43,728,168,469,748,100,1993,5.92,3.52,0.77,Drama,Comedy,Romance,Thriller,Action
245,2866,4.0,974729181,1,1994,Crime,Drama,"",66,2.86,0.83,994,247,17,714,50,100,1991,11.96,3.81,0.93,Comedy,Drama,Romance,Crime,Mystery
249,6964,1.0,943379936,0,1994,Drama,Romance,"",1090,3.71,0.90,539,62,596,907,11,57,1972,23.49,3.85,1.32,Drama,Romance,Comedy,Musical,Mystery
253,15138,3.0,1213609280,0,1994,Drama,Horror,"",6010,3.50,0.94,150,329,367,231,165,45,1991,6.79,3.73,0.90,Drama,Action,Adventure,Thriller,Comedy
260,13667,5.0,862689981,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,608,36,733,62,780,16,1995,0.51,3.81,0.91,Thriller,Drama,Action,Adventure,Romance
260,29490,5.0,960648921,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,950,593,919,318,802,6,1974,29.65,4.83,0.41,Drama,Crime,Comedy,Romance,War
260,3149,5.0,1043224264,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,858,541,593,"","",3,1981,9.50,4.67,0.58,Crime,Thriller,Horror,Action,Sci-Fi
265,11193,4.0,974609943,1,1992,Drama,Fantasy,Romance,2622,3.89,0.98,920,969,899,912,"",6,1962,25.56,3.83,1.17,Romance,Drama,Comedy,War,Musical
266,28339,5.0,847353665,1,1994,Drama,Romance,War,3492,3.48,1.03,357,527,225,587,300,37,1993,1.57,3.38,1.26,Drama,Romance,Adventure,Action,Comedy
272,23832,3.0,1094592496,0,1994,Comedy,Drama,"",1708,3.76,0.88,22,529,852,485,903,72,1988,14.03,4.12,0.84,Drama,Thriller,Action,Comedy,Adventure
277,13679,3.0,842622255,0,1994,Drama,"","",2028,3.39,1.09,461,516,218,368,61,90,1993,1.45,3.51,0.69,Thriller,Drama,Comedy,Action,Romance
279,3068,4.0,836667859,1,1995,Drama,"","",210,3.72,0.88,475,357,272,342,541,55,1993,1.99,4.16,0.86,Drama,Comedy,Romance,Children,Fantasy
280,6188,4.0,840408563,1,1995,Drama,Thriller,"",1087,3.67,0.85,508,165,380,802,11,70,1993,1.50,3.67,0.58,Drama,Romance,Thriller,Comedy,Action
282,13679,3.0,842339291,0,1994,Drama,"","",2426,3.39,1.00,350,442,315,440,587,49,1993,1.59,3.47,0.79,Thriller,Action,Comedy,Romance,Drama
282,28174,5.0,832833964,1,1994,Drama,"","",2426,3.39,1.00,593,39,21,266,317,34,1993,1.55,3.53,0.79,Drama,Thriller,Crime,Comedy,Action
292,19500,4.0,836405190,1,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,595,329,588,590,"",9,1992,2.13,3.56,0.73,Adventure,Drama,Animation,Children,Musical
292,8241,3.5,1291780604,1,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,111,161,50,1,231,21,1992,5.47,3.55,1.13,Drama,Crime,Thriller,War,Comedy
293,12904,4.0,1379272744,1,1994,Action,Crime,Drama,5587,4.06,0.81,858,593,928,930,912,20,1966,21.49,4.05,0.71,Drama,Thriller,Romance,Crime,Mystery
30,29490,5.0,960650326,1,1995,Crime,Drama,"",270,3.68,0.98,588,150,838,900,596,29,1964,24.94,4.48,0.63,Romance,Comedy,Drama,Musical,Adventure
300,9027,2.0,835175651,0,1994,Drama,"","",4445,3.68,0.82,457,593,588,150,"",12,1993,1.56,3.25,1.36,Adventure,Thriller,Drama,IMAX,Animation
307,9027,2.0,835181147,0,1993,Drama,"","",1432,3.96,0.96,529,1,539,733,230,49,1994,1.46,3.12,1.15,Comedy,Drama,Thriller,Adventure,Romance
313,15686,3.0,831828179,0,1994,Animation,Children,"",271,3.04,1.06,353,442,708,74,440,100,1994,2.95,3.14,0.59,Action,Romance,Comedy,Drama,Thriller
318,18779,5.0,1167439896,1,1994,Crime,Drama,"",13826,4.45,0.72,"","","","","",2,1980,16.97,1.75,1.06,"","","","",""
32,2866,5.0,974729696,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,373,412,448,538,515,100,1991,10.95,3.82,0.86,Drama,Comedy,Romance,Crime,Thriller
32,4976,4.0,833152390,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,34,339,318,595,588,19,1993,1.83,3.58,0.77,Drama,Comedy,Crime,Children,Thriller
333,15748,3.0,961168313,0,1995,Comedy,"","",2284,3.34,1.09,505,719,597,543,180,83,1989,15.01,2.86,1.25,Comedy,Romance,Animation,Children,Drama
339,28062,5.0,827497762,1,1995,Comedy,Romance,"",5030,3.52,0.92,39,265,253,318,314,33,1994,0.66,4.12,1.11,Drama,Comedy,Crime,Thriller,Romance
34,2866,3.0,974726363,0,1995,Children,Drama,"",7042,3.63,1.11,916,905,951,898,84,7,1963,28.17,4.29,0.76,Comedy,Romance,Drama,Crime,Horror
340,4901,2.0,893716188,0,1994,Adventure,Drama,War,297,3.32,0.92,783,832,494,17,733,27,1993,5.67,3.15,0.91,Drama,Action,Adventure,Thriller,Crime
345,2866,4.0,974727203,1,1994,Comedy,Drama,"",2263,3.66,1.00,372,785,543,574,799,42,1985,19.66,4.02,0.87,Comedy,Romance,Drama,Thriller,Crime
356,13679,3.0,842339070,0,1994,Comedy,Drama,Romance,14426,4.03,0.95,457,593,329,592,380,13,1992,2.03,3.46,0.66,Thriller,Action,Adventure,Crime,Comedy
356,3068,5.0,836666306,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,34,317,300,410,457,19,1993,1.82,4.05,0.91,Drama,Children,Comedy,Adventure,Fantasy
356,3855,5.0,837754124,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,161,457,593,595,165,19,1993,1.54,3.47,1.17,Thriller,Drama,Crime,Adventure,IMAX
356,9027,3.0,835176218,0,1994,Comedy,Drama,Romance,14426,4.03,0.95,420,457,593,588,150,18,1993,1.37,3.00,1.28,Thriller,Adventure,Comedy,Crime,Drama
361,3068,5.0,836668605,1,1994,Comedy,Drama,Romance,1122,3.33,0.84,365,368,158,587,215,77,1993,1.96,4.25,0.81,Drama,Comedy,Romance,Children,Adventure
364,5,5.0,851527569,1,1994,Adventure,Animation,Children,8464,3.78,0.93,440,110,282,480,457,24,1994,1.86,4.04,1.08,Adventure,Thriller,Action,Drama,Romance
367,28792,3.0,836301016,0,1994,Action,Comedy,Crime,7577,3.16,1.00,215,368,586,539,500,81,1993,2.00,3.51,0.92,Drama,Comedy,Romance,Thriller,Adventure
390,2847,5.0,1193604428,1,1965,Action,Crime,Drama,189,3.42,1.09,750,924,778,480,231,11,1988,11.16,3.18,1.82,Drama,Thriller,Comedy,Crime,Adventure
393,15460,2.0,944934384,0,1994,Action,Adventure,Fantasy,433,1.82,0.96,968,942,930,164,922,10,1973,21.71,3.90,0.99,Thriller,Film-Noir,Drama,Sci-Fi,Romance
410,28174,3.0,832833822,0,1993,Children,Comedy,Fantasy,3972,2.99,0.93,161,339,318,165,349,21,1993,1.76,3.43,0.81,Drama,Crime,Thriller,Adventure,Action
422,13679,4.0,842339611,1,1994,Thriller,"","",327,3.28,0.77,741,22,532,780,345,72,1993,1.52,3.50,0.71,Thriller,Action,Drama,Comedy,Crime
444,13679,3.0,842622921,0,1993,Comedy,Romance,"",285,2.35,1.01,7,475,249,531,203,100,1992,8.31,3.44,0.62,Drama,Comedy,Romance,Thriller,Action
452,6964,5.0,944069118,1,1994,Drama,"","",277,3.59,0.85,381,532,294,466,342,100,1991,11.50,3.15,1.13,Comedy,Drama,Romance,Crime,Adventure
455,401,4.0,847050030,1,1993,Adventure,Children,Drama,1800,2.62,1.03,610,145,227,5,45,99,1993,6.01,4.27,0.89,Action,Thriller,Comedy,Drama,Adventure
457,27853,4.0,860249636,1,1993,Thriller,"","",10736,3.97,0.78,541,593,277,590,150,43,1993,4.95,3.37,1.00,Drama,Adventure,Comedy,Crime,Romance
469,10205,4.0,838159125,1,1993,Drama,Romance,"",293,3.17,1.10,748,375,125,490,229,100,1993,5.92,3.50,0.75,Drama,Comedy,Romance,Thriller,Crime
471,13679,4.0,842622302,1,1994,Comedy,"","",2463,3.66,0.94,381,276,648,736,497,100,1993,5.86,3.51,0.69,Thriller,Drama,Comedy,Action,Romance
475,14042,4.0,852410512,1,1993,Drama,"","",1987,3.94,0.80,529,235,457,337,720,21,1994,1.87,3.52,0.81,Drama,Crime,Comedy,Thriller,Adventure
480,11193,4.0,974612410,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,589,750,906,800,904,40,1977,23.00,3.73,0.99,Drama,Romance,Musical,Adventure,Children
480,15460,5.0,944935630,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,377,474,589,110,969,29,1981,19.15,3.93,1.07,Thriller,Drama,Action,Crime,Sci-Fi
480,19500,4.0,836405273,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,356,454,364,410,457,19,1993,1.72,4.00,0.88,Drama,Adventure,Children,Comedy,Thriller
481,14248,3.0,858726102,0,1993,Drama,Thriller,"",1182,3.32,0.92,260,912,994,392,466,78,1992,7.34,3.40,0.78,Drama,Comedy,Crime,Thriller,Action
497,13679,4.0,842622255,1,1993,Comedy,Romance,"",3047,3.88,0.91,461,516,218,368,61,91,1993,1.44,3.51,0.69,Thriller,Drama,Comedy,Action,Romance
50,7577,3.0,1030667185,0,1995,Crime,Mystery,Thriller,10221,4.35,0.75,303,944,940,36,512,15,1979,23.37,3.67,0.98,Drama,Adventure,Action,Crime,Comedy
500,9027,3.0,835176564,0,1993,Comedy,Drama,"",7349,3.39,0.96,527,141,17,420,457,26,1994,1.34,3.12,1.28,Drama,Comedy,Thriller,Adventure,Crime
514,2866,3.0,974726572,0,1994,Comedy,"","",1038,3.50,0.86,232,947,916,905,951,10,1967,28.49,4.20,0.79,Comedy,Romance,Drama,Crime,Horror
515,6188,4.0,833066228,1,1993,Drama,Romance,"",2286,3.91,0.90,350,277,62,454,364,37,1993,1.37,3.59,0.60,Drama,Thriller,Adventure,Action,Romance
520,25078,4.5,1149407857,1,1993,Comedy,"","",3147,3.04,1.05,466,163,"","","",2,1994,1.41,4.25,0.35,Action,Romance,Western,Comedy,War
527,10205,5.0,836429765,1,1993,Drama,War,"",11017,4.30,0.83,172,261,17,151,235,47,1993,2.98,3.62,0.95,Drama,Thriller,Crime,Action,Comedy
529,14042,4.0,852410511,1,1993,Drama,"","",2358,3.83,0.82,235,457,337,720,589,20,1994,1.90,3.50,0.83,Drama,Crime,Comedy,Thriller,Adventure
531,27853,3.0,860249770,0,1993,Children,Drama,"",1660,3.49,0.96,224,296,457,541,593,50,1993,4.59,3.38,0.95,Drama,Comedy,Thriller,Adventure,Crime
539,24964,4.0,1086754763,1,1993,Comedy,Drama,Romance,6177,3.50,0.97,802,509,500,246,590,50,1989,13.79,3.48,1.35,Drama,Romance,Comedy,Crime,War
544,23832,3.5,1094577632,1,1993,Action,Crime,"",482,2.94,0.85,996,1,32,353,3,49,1988,14.85,4.38,0.68,Thriller,Drama,Action,Adventure,Comedy
586,3600,1.0,863270605,0,1990,Children,Comedy,"",6155,3.09,1.00,208,66,65,830,76,26,1994,3.70,3.42,1.14,Action,Thriller,Sci-Fi,Adventure,Romance
593,12948,5.0,941547045,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,608,261,318,110,661,30,1994,1.35,3.67,1.03,Children,Drama,Animation,Fantasy,Adventure
595,15686,4.0,831826817,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,318,153,592,380,296,10,1993,2.08,3.60,0.70,Crime,Comedy,Thriller,Action,Drama
595,4976,4.0,833152297,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,588,150,592,296,"",6,1992,2.59,3.83,0.75,Comedy,Crime,Drama,Thriller,Adventure
599,11192,5.0,952042812,1,1969,Adventure,Western,"",745,4.01,0.91,714,590,923,593,912,30,1986,15.35,3.77,1.17,Action,Drama,Crime,Thriller,Adventure
60,11193,3.0,974610235,0,1995,Adventure,Children,Fantasy,1376,3.09,1.03,986,260,919,58,914,13,1971,23.74,4.00,1.08,Romance,Drama,Comedy,Adventure,Musical
616,401,3.0,847050079,0,1970,Animation,Children,"",1726,3.38,0.93,280,381,218,543,455,100,1992,8.00,4.21,0.89,Action,Drama,Comedy,Thriller,Adventure
62,14042,3.0,852409763,0,1995,Drama,"","",4221,3.70,1.00,"","","","","",3,1995,0.58,2.33,0.58,"","","","",""
648,24964,3.5,1123387395,1,1996,Action,Adventure,Mystery,8117,3.37,0.90,342,750,223,508,912,77,1989,13.03,3.40,1.27,Drama,Comedy,Romance,Crime,Thriller
661,13679,3.0,850214533,0,1996,Adventure,Animation,Children,2153,3.30,1.00,866,786,608,830,724,100,1992,8.37,3.36,0.73,Drama,Comedy,Romance,Thriller,Action
671,15460,4.0,944935977,1,1996,Comedy,Sci-Fi,"",1382,3.65,1.08,924,21,780,349,480,34,1982,18.35,4.03,1.03,Thriller,Drama,Action,Crime,Sci-Fi
676,1152,2.0,1121067872,0,1996,Comedy,Horror,Sci-Fi,7,3.07,1.10,"","","","","",6,1989,15.21,2.17,0.68,"","","","",""
714,2866,5.0,974729144,1,1995,Drama,Mystery,Western,739,3.88,1.02,50,608,583,123,290,100,1990,13.17,3.78,0.93,Comedy,Drama,Romance,Crime,Thriller
733,23832,4.5,1094576688,1,1996,Action,Adventure,Thriller,6837,3.65,0.92,367,420,923,912,908,21,1981,20.15,4.45,0.79,Crime,Drama,Thriller,Action,Comedy
733,421,3.5,1190550169,1,1996,Action,Adventure,Thriller,6837,3.65,0.92,832,553,266,368,293,43,1991,7.30,3.50,0.76,Drama,Thriller,Action,Crime,Adventure
743,12497,5.0,1012762565,1,1996,Comedy,"","",1337,2.76,1.06,919,551,260,"","",5,1979,24.04,3.60,0.55,Adventure,Children,Fantasy,Musical,Action
745,7577,5.0,1030669459,1,1995,Animation,Children,Comedy,2625,4.16,0.91,595,260,899,318,527,34,1982,19.83,3.59,0.96,Drama,Adventure,Action,Romance,Crime
778,23832,4.5,1094576698,1,1996,Comedy,Crime,Drama,5195,4.00,0.90,442,924,588,380,364,27,1983,18.59,4.48,0.71,Drama,Thriller,Adventure,Action,Crime
805,13679,4.0,842623504,1,1996,Drama,Thriller,"",2550,3.67,0.90,57,378,74,358,7,100,1992,8.34,3.36,0.66,Drama,Comedy,Romance,Thriller,Action
858,15460,5.0,944934442,1,1972,Crime,Drama,"",8996,4.35,0.86,296,968,942,930,164,12,1976,21.27,3.83,1.11,Thriller,Film-Noir,Drama,Crime,Sci-Fi
86,1505,4.0,860147768,1,1996,Action,Adventure,Drama,945,3.45,0.92,785,647,748,74,65,43,1995,2.89,3.56,0.73,Comedy,Action,Thriller,Adventure,Drama
